input position,input joint,output joint
"(-0.16, -1.97)","(-1.81, -1.53)","(-1.82, -1.49)"
"(-0.16, -1.97)","(-1.91, -1.57)","(-1.82, -1.49)"
"(-0.16, -1.97)","(-1.8, -1.45)","(-1.82, -1.49)"
"(-0.16, -1.97)","(-1.82, -1.57)","(-1.82, -1.49)"
"(-0.16, -1.97)","(-1.72, -1.41)","(-1.82, -1.49)"
"(-0.16, -1.97)","(-1.87, -1.39)","(-1.82, -1.49)"
"(-0.16, -1.97)","(-1.79, -1.53)","(-1.82, -1.49)"
"(0.16, -1.89)","(-1.81, -1.16)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.86, -1.2)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.86, -1.16)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.73, -1.18)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.76, -1.11)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.89, -1.15)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.9, -1.14)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.8, -1.19)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.8, -1.11)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.74, -1.22)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.89, -1.22)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.91, -1.25)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.84, -1.11)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.86, -1.25)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.8, -1.06)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.77, -1.2)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.73, -1.12)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.91, -1.11)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.82, -1.23)","(-1.82, -1.16)"
"(0.16, -1.89)","(-1.89, -1.17)","(-1.82, -1.16)"
"(0.43, -1.71)","(-1.89, -0.84)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.91, -0.83)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.73, -0.92)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.84, -0.89)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.78, -0.87)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.78, -0.84)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.8, -0.88)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.85, -0.91)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.78, -0.91)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.8, -0.82)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.79, -0.78)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.89, -0.76)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.86, -0.86)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.77, -0.84)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.73, -0.88)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.85, -0.9)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.91, -0.79)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.74, -0.92)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.82, -0.84)","(-1.82, -0.83)"
"(0.43, -1.71)","(-1.87, -0.88)","(-1.82, -0.83)"
"(0.63, -1.45)","(-1.84, -0.49)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.88, -0.46)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.86, -0.56)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.85, -0.48)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.79, -0.45)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.81, -0.5)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.91, -0.57)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.76, -0.41)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.85, -0.54)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.74, -0.42)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.89, -0.41)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.88, -0.4)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.91, -0.47)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.89, -0.51)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.75, -0.5)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.78, -0.41)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.86, -0.56)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.85, -0.47)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.8, -0.46)","(-1.82, -0.5)"
"(0.63, -1.45)","(-1.73, -0.5)","(-1.82, -0.5)"
"(0.74, -1.13)","(-1.87, -0.21)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.91, -0.09)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.76, -0.26)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.86, -0.08)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.75, -0.16)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.89, -0.18)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.85, -0.15)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.76, -0.22)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.89, -0.12)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.76, -0.08)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.75, -0.09)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.76, -0.17)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.88, -0.16)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.88, -0.26)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.9, -0.09)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.77, -0.16)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.78, -0.11)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.77, -0.17)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.84, -0.1)","(-1.82, -0.17)"
"(0.74, -1.13)","(-1.89, -0.13)","(-1.82, -0.17)"
"(0.74, -0.8)","(-1.89, 0.22)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.77, 0.26)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.78, 0.07)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.73, 0.14)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.86, 0.18)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.91, 0.15)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.73, 0.15)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.72, 0.1)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.77, 0.09)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.78, 0.21)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.91, 0.19)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.76, 0.14)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.86, 0.15)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.82, 0.1)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.79, 0.14)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.84, 0.12)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.74, 0.14)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.75, 0.11)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.86, 0.15)","(-1.82, 0.17)"
"(0.74, -0.8)","(-1.9, 0.1)","(-1.82, 0.17)"
"(0.63, -0.49)","(-1.8, 0.51)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.72, 0.53)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.88, 0.53)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.89, 0.51)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.74, 0.56)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.73, 0.51)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.83, 0.53)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.79, 0.44)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.78, 0.48)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.91, 0.58)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.75, 0.48)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.82, 0.45)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.74, 0.53)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.75, 0.56)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.86, 0.45)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.84, 0.54)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.83, 0.45)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.77, 0.42)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.87, 0.49)","(-1.82, 0.5)"
"(0.63, -0.49)","(-1.84, 0.47)","(-1.82, 0.5)"
"(0.43, -0.23)","(-1.79, 0.77)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.91, 0.86)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.9, 0.88)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.83, 0.75)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.72, 0.76)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.82, 0.91)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.86, 0.78)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.87, 0.85)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.88, 0.9)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.86, 0.83)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.76, 0.78)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.89, 0.83)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.78, 0.85)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.77, 0.85)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.74, 0.8)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.78, 0.77)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.82, 0.91)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.82, 0.87)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.83, 0.74)","(-1.82, 0.83)"
"(0.43, -0.23)","(-1.92, 0.75)","(-1.82, 0.83)"
"(0.16, -0.05)","(-1.91, 1.13)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.9, 1.2)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.72, 1.07)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.84, 1.09)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.83, 1.08)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.84, 1.11)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.82, 1.14)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.86, 1.19)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.78, 1.18)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.74, 1.21)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.87, 1.11)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.73, 1.1)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.85, 1.24)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.74, 1.12)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.76, 1.15)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.83, 1.18)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.88, 1.16)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.85, 1.17)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.88, 1.19)","(-1.82, 1.16)"
"(0.16, -0.05)","(-1.91, 1.23)","(-1.82, 1.16)"
"(-0.16, 0.03)","(-1.72, 1.42)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.74, 1.42)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.9, 1.48)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.91, 1.54)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.77, 1.54)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.85, 1.47)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.88, 1.49)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.74, 1.53)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.86, 1.53)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.76, 1.59)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.85, 1.45)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.72, 1.55)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.82, 1.49)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.75, 1.47)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.85, 1.39)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.91, 1.55)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.75, 1.52)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.82, 1.41)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.82, 1.57)","(-1.82, 1.49)"
"(-0.16, 0.03)","(-1.84, 1.45)","(-1.82, 1.49)"
"(-0.49, 0.0)","(-1.92, 1.74)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.77, 1.79)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.84, 1.82)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.92, 1.83)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.8, 1.82)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.72, 1.87)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.73, 1.82)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.89, 1.79)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.91, 1.9)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.86, 1.81)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.73, 1.87)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.75, 1.9)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.85, 1.77)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.81, 1.82)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.88, 1.8)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.72, 1.81)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.73, 1.77)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.73, 1.76)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.78, 1.72)","(-1.82, 1.82)"
"(-0.49, 0.0)","(-1.87, 1.9)","(-1.82, 1.82)"
"(-0.79, -0.13)","(-1.77, 2.22)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.9, 2.24)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.78, 2.2)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.72, 2.22)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.78, 2.19)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.89, 2.21)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.74, 2.11)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.85, 2.12)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.89, 2.1)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.82, 2.06)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.86, 2.25)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.89, 2.11)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.74, 2.16)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.77, 2.24)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.88, 2.15)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.74, 2.16)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.9, 2.11)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.79, 2.16)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.73, 2.1)","(-1.82, 2.15)"
"(-0.79, -0.13)","(-1.89, 2.24)","(-1.82, 2.15)"
"(-1.03, -0.36)","(-1.75, 2.53)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.72, 2.57)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.72, 2.42)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.74, 2.5)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.74, 2.57)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.89, 2.46)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.77, 2.39)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.88, 2.47)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.81, 2.55)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.78, 2.56)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.82, 2.57)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.9, 2.41)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.79, 2.58)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.74, 2.48)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.82, 2.42)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.83, 2.52)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.75, 2.49)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.89, 2.46)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.82, 2.4)","(-1.82, 2.48)"
"(-1.03, -0.36)","(-1.8, 2.42)","(-1.82, 2.48)"
"(-1.19, -0.64)","(-1.89, 2.89)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.88, 2.82)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.74, 2.83)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.73, 2.88)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.74, 2.87)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.89, 2.88)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.78, 2.82)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.89, 2.78)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.86, 2.78)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.74, 2.83)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.74, 2.78)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.8, 2.84)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.76, 2.87)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.77, 2.77)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.82, 2.79)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.86, 2.89)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.8, 2.9)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.82, 2.82)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.77, 2.87)","(-1.82, 2.81)"
"(-1.19, -0.64)","(-1.92, 2.84)","(-1.82, 2.81)"
"(-1.25, -0.97)","(-1.78, 3.13)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.82, 3.05)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.89, 3.21)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.9, 3.13)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.74, 3.12)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.83, 3.08)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.73, 3.1)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.78, 3.15)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.88, 3.13)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.74, 3.19)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.79, 3.07)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.78, 3.11)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.74, 3.22)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.9, 3.22)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.86, 3.06)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.77, 3.09)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.91, 3.14)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.77, 3.22)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.74, 3.13)","(-1.82, 3.14)"
"(-1.25, -0.97)","(-1.9, 3.1)","(-1.82, 3.14)"
"(-0.92, -1.0)","(-1.56, -3.15)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.58, -3.14)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.49, -3.23)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.51, -3.13)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.51, -3.12)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.57, -3.14)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.59, -3.05)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.49, -3.17)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.4, -3.16)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.49, -3.12)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.51, -3.05)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.45, -3.07)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.42, -3.22)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.52, -3.23)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.58, -3.23)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.45, -3.19)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.54, -3.22)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.48, -3.05)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.42, -3.22)","(-1.49, -3.14)"
"(-0.92, -1.0)","(-1.58, -3.07)","(-1.49, -3.14)"
"(-0.86, -1.32)","(-1.54, -2.76)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.4, -2.78)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.41, -2.75)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.52, -2.81)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.55, -2.79)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.5, -2.86)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.45, -2.75)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.53, -2.89)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.5, -2.76)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.53, -2.88)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.51, -2.89)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.53, -2.78)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.52, -2.72)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.44, -2.78)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.58, -2.83)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.52, -2.76)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.46, -2.83)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.39, -2.85)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.42, -2.85)","(-1.49, -2.81)"
"(-0.86, -1.32)","(-1.56, -2.8)","(-1.49, -2.81)"
"(-0.71, -1.61)","(-1.54, -2.47)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.47, -2.55)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.43, -2.38)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.42, -2.55)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.58, -2.4)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.44, -2.48)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.54, -2.49)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.43, -2.51)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.39, -2.57)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.5, -2.57)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.53, -2.4)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.5, -2.47)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.57, -2.46)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.49, -2.57)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.42, -2.55)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.5, -2.47)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.45, -2.48)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.44, -2.39)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.49, -2.54)","(-1.49, -2.48)"
"(-0.71, -1.61)","(-1.51, -2.54)","(-1.49, -2.48)"
"(-0.46, -1.83)","(-1.4, -2.17)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.58, -2.15)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.49, -2.05)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.49, -2.22)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.43, -2.2)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.59, -2.22)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.44, -2.25)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.4, -2.22)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.43, -2.11)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.42, -2.07)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.52, -2.1)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.56, -2.15)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.57, -2.14)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.5, -2.15)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.49, -2.19)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.52, -2.15)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.46, -2.17)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.46, -2.18)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.5, -2.13)","(-1.49, -2.15)"
"(-0.46, -1.83)","(-1.5, -2.23)","(-1.49, -2.15)"
"(-0.16, -1.97)","(-1.41, -1.88)","(-1.49, -1.82)"
"(-0.16, -1.97)","(-1.48, -1.82)","(-1.49, -1.82)"
"(-0.16, -1.97)","(-1.58, -1.73)","(-1.49, -1.82)"
"(-0.16, -1.97)","(-1.56, -1.87)","(-1.49, -1.82)"
"(-0.16, -1.97)","(-1.46, -1.89)","(-1.49, -1.82)"
